Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access
ELEC,Courtesy Nissan,1777 N Central Expy,,Richardson,TX,75080,,,E,,Public - Call ahead,Dealership business hours; contact 972-231-2600 for more information,,,,,,2,1,,Non-Networked,,GPS,32.97135,-96.719803,2020-06-09,39746,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Sterling McCall Nissan,12230 Southwest Fwy,,Stafford,TX,77477,,281-243-8600,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,29.645808,-95.57612,2020-06-09,39756,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Garlyn Shelton Nissan,5420 Midway Dr,,Temple,TX,76502,,254-773-4828,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,31.079653,-97.410328,2020-06-09,39757,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Passport Nissan - Alexandria,150 S Pickett St,,Alexandria,VA,22304,,703-823-9000,E,,Public - Call ahead,Dealership business hours,,,,,,3,1,,Non-Networked,,200-9,38.809675,-77.122192,2020-06-09,39763,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Priority Nissan - Chantilly,14840 Stonecroft Center Ct,,Chantilly,VA,20151,,703-889-3700,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,200-9,38.899751,-77.460168,2020-06-09,39764,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Colonial Nissan,200 Myers Dr,,Charlottesville,VA,22901,,434-978-3711,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,GPS,38.086121,-78.474663,2020-06-09,39765,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Pomoco Nissan - Hampton,1134 W Mercury Blvd,,Hampton,VA,23666,,757-838-6111,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,200-9,37.042363,-76.388316,2020-06-09,39768,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Sheehy Nissan - Manassas,9010 Liberia Ave,,Manassas,VA,20110,,703-361-5161,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,200-9,38.760854,-77.459274,2020-06-09,39769,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,First Team Nissan,6520 Peters Creek Rd,,Roanoke,VA,24019,,540-362-4800,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,GPS,37.345779,-79.962578,2021-02-15,39772,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Brown's Dulles Nissan,45155 Towlern Pl,,Sterling,VA,20166,,703-948-1100,E,,Public - Call ahead,Dealership business hours,,,,,,1,2,,Non-Networked,,200-9,39.010459,-77.438399,2020-06-09,39773,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Bellingham Nissan,1516 Iowa St,,Bellingham,WA,98229,,360-733-7300,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,200-9,48.755607,-122.454132,2020-06-09,39778,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Burien Nissan,16042 1st Ave S,,Burien,WA,98148,,206-242-7070,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,200-9,47.458466,-122.333257,2020-06-09,39780,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Dan Wilder Nissan,53 Jetta Way,,Port Angeles,WA,98362,,360-452-9268,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,200-9,48.102863,-123.342273,2020-06-09,39788,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Puyallup Nissan,101 Valley Ave NW,,Puyallup,WA,98371,,253-848-4507,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,47.207367,-122.294997,2020-06-09,39789,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Younker Nissan,3401 E Valley Rd,,Renton,WA,98058,,,E,,Public,Dealership business hours,,,,,,1,1,,Non-Networked,,GPS,47.448354,-122.2188,2020-06-09,39791,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Dave Smith Nissan - Spokane,6901 E Sprague Ave,,Spokane Valley,WA,99212,,509-924-6242,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,200-9,47.657264,-117.312518,2020-06-09,39796,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Mountain View Nissan,2100 S Market St,,Chattanooga,TN,37408,,423-756-1500,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,35.030251,-85.308376,2020-06-09,39802,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Harold Mathews Nissan,185 Highway 76,,Clarksville,TN,37043,,931-552-7555,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,36.513006,-87.268667,2020-06-09,39803,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Nissan of Cool Springs,212 Comtide Ct,,Franklin,TN,37067,,615-790-2500,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-8,35.957857,-86.80853,2020-06-09,39808,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Newton Nissan of Gallatin,1461 Nashville Pike,,Gallatin,TN,37066,,615-451-6827,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,36.361376,-86.494932,2020-06-09,39809,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Nissan of Rivergate,1550 Gallatin Pike N,,Madison,TN,37115,,615-865-7220,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,GPS,36.29062,-86.7051,2020-06-09,39815,2021-03-11 23:22:17 UTC,P,,,2019-05-01,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Jim Keras Nissan,2080 Covington Pike,,Memphis,TN,38128,,901-373-2800,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,35.181031,-89.895533,2020-06-09,39819,2021-03-11 23:22:17 UTC,P,,,2019-05-01,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Nissan of Murfreesboro,814 Memorial Blvd,,Murfreesboro,TN,37129,,615-893-0252,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,35.854156,-86.394979,2020-06-09,39821,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Action Nissan,307 Thompson Ln,,Nashville,TN,37211,,615-834-8244,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,200-9,36.110606,-86.743585,2020-06-09,39822,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Downtown Nashville Nissan,25 Vantage Way,,Nashville,TN,37228,,615-248-5100,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,GPS,36.191053,-86.793132,2021-02-15,39823,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Lithia Nissan of Bend,1835 NE Highway 20,,Bend,OR,97701,,541-389-1177,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,GPS,44.055213,-121.277279,2020-09-03,39828,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Ray Schultens Nissan,2400 W 6th St,,The Dalles,OR,97058,,541-296-4613,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,GPS,45.613979,-121.20996,2020-06-09,39840,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Dick Smith Nissan,3670 Fernandina Rd,,Columbia,SC,29210,,803-772-8700,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,200-9,34.055164,-81.128164,2020-06-09,39842,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Dick Smith Nissan,5536 Sunset Blvd,,Lexington,SC,29072,,803-957-7760,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,33.997902,-81.222504,2020-06-09,39844,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Wolfchase Nissan,2956 N Germantown Rd,,Bartlett,TN,38133,,901-255-3800,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,200-9,35.205818,-89.791337,2020-06-09,39846,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Benton Nissan - Hoover,1640 Montgomery Hwy,,Birmingham,AL,35216,,205-979-5420,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,33.394903,-86.807186,2020-06-09,39849,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Lynn Layton Cad-Nissan,2402 Highway 31 S,,Decatur,AL,35601,,256-353-8150,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,34.563857,-86.972193,2020-06-09,39851,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Jack Ingram Motors,227 Eastern Bypass,,Montgomery,AL,36117,,,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,GPS,32.376832,-86.208559,2020-07-13,39852,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,AutoNation Nissan - Chandler,1350 S Gilbert Rd,,Chandler,AZ,85286,,480-461-4300,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,GPS,33.286316,-111.791107,2020-06-09,39854,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Larry H Miller Nissan - Mesa,2025 W Riverview Auto Dr,,Mesa,AZ,85201,,480-655-4000,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,GPS,33.434313,-111.872266,2020-06-09,39857,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,ABC Nissan,1300 E Camelback Rd,,Phoenix,AZ,85014,,602-264-2332,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,GPS,33.509862,-112.054162,2020-06-09,39859,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Midway Nissan,2209 W Bell Rd,,Phoenix,AZ,85023,,602-635-6512,E,,Public - Call ahead,Dealership business hours,,,,,,2,2,,Non-Networked,,GPS,33.639038,-112.108088,2020-06-09,39861,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Pinnacle Nissan,7601 E Frank Lloyd Wright Blvd,,Scottsdale,AZ,85260,,480-998-9800,E,,Public - Call ahead,Dealership business hours,,,,,,3,1,,Non-Networked,,200-9,33.635224,-111.915739,2020-06-09,39862,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Jim Click Nissan,800 W Auto Mall Dr,,Tucson,AZ,85705,,520-884-4100,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,GPS,32.289823,-110.985646,2020-06-09,39864,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Nissan of Bakersfield,2800 Pacheco Rd,,Bakersfield,CA,93313,,661-835-8600,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,35.310723,-119.035324,2020-06-09,39871,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Carson Nissan,1505 E 223rd St,,Carson,CA,90745,,310-221-5119,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,200-9,33.824968,-118.245675,2020-06-09,39873,2021-12-29 20:24:16 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Palm Springs Nissan,68177 Kyle Rd,,Cathedral City,CA,92234,,760-328-2828,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,GPS,33.78414,-116.471,2020-06-09,39874,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Nissan of Serramonte,1500 Collins Ave,,Colma,CA,94014,,650-550-7200,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-8,37.671267,-122.463541,2020-06-09,39879,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Larry H Miller Nissan,2575 Wardlow Rd,,Corona,CA,92882,,951-735-3360,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,200-9,33.88309,-117.615292,2020-06-09,39881,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Hanlees Nissan,5009 Chiles Rd,,Davis,CA,95618,,530-231-3000,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,38.55252,-121.691555,2020-06-09,39883,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Nissan of Elk Grove,8590 Laguna Grove Dr,,Elk Grove,CA,95757,,916-405-5000,E,,Public - Call ahead,Dealership business hours,,,,,,4,1,,Non-Networked,,200-9,38.402217,-121.385527,2020-06-09,39888,2021-03-11 23:22:17 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
